rank,hotspot address,packet count,name,owner,lat,lng,location,reward scale,city,country
1532,112U5sNTHCtJa2HfKCuXciuunN6CcVgAM4WZ7DmcCATDhsC4svC9,10987,breezy-mango-boa,13TiWq1UQnUhCGN1gbdzzzGCZyAT91soPiEzxfBXpHbKEXgLg1N,44.77514459499715,20.413942230662208,8c1e1b2996e99ff,0.30120849609375,Beograd,Serbia
1533,11v3dEfiNnmi9idXodXquhjXAYjmMpxpdHjpN6RqY76fzrULfQR,10975,winning-orange-stallion,14BmSv9AT6WLzqzF3rwUhKykVxWFpacKSh1zdgzjrYBSr9r2RQq,44.77214838527498,20.486086667399068,8c1ef59218a9bff,0.470306396484375,Beograd,Serbia
1534,112ohdqXSX8Tzwibayw4WCEoRntER6jSS6nBS9kSdrxwP83LyThd,10966,lively-crepe-manatee,133iT9C143zCErTHfdSb2RFet7kmkqdusp5oFe7C8h4wwN8QyYb,37.92285146428018,23.758081111736313,8c1eda66689b3ff,0.73394775390625,Ilioupoli,Greece
1535,11NpYDbabdSr1px9ydpC6PF2LQ5DaFLmFKSxYLoxnuteRQXRtuw,10964,magnificent-lemonade-lark,13LGQ6CcSU3uQDX6NNS5hpB62r87h3i2iskGSMDo8pD8EahHwDi,44.8101063672691,20.482677089572736,8c1e1b2d68b6bff,0.1983184814453125,Beograd,Serbia
1536,11AJqAKh8FCp6GJ2dKZ8qjgb4yNjMAmeQaYcLoUNvfVEZveokRz,10960,expert-hickory-sparrow,14o7fLqjCQpUUfPQYCxpgrc2uHpNo2ZNCkXWBGf3UioPq9WnTgp,13.819010876257373,100.53038706502441,8c64a4ba3290dff,1.0,Khwaeng Bang Sue,Thailand
1537,11aPq71bSgaUjVGnFVaxKAfqMYY5Aon7s3h5DTVfzWhVp41v6eS,10960,zealous-raspberry-skunk,145eM6ccUA7oyzC2HJ6GEyrMz8wamq5mdzqZtssqxMp2FdA8A9s,59.35935810942168,17.86442886105419,8c08866254085ff,0.2903594970703125,Hässelby-Vällingby,Sweden
1538,11r9SqbkQpEXce1A7CTaYVWkY6pVMm1VtW164EHjN2zERFH5K4K,10957,macho-fuzzy-seal,14sPkfAqRDddWCrmZtrMu9Mc7A6rrcnZWUMBGqejAQS8HrSJgTq,48.83145892322604,2.3556907100533038,8c1fb467165a7ff,0.214080810546875,Paris,France
1539,11PQ8w2a7ZH6tJUzfttUt9ERnMvEjBWg7utf56R28Fdn5NRvRXN,10947,quaint-charcoal-porpoise,14Zx2UiwR9igGboQy7MGWbKn8u1JLmR1Fcu8fBRUyEBRYKRWceP,45.573631840646,5.915067890634184,8c1f916e21161ff,1.0,Chambéry,France
1540,11tbLwhoS5XSNSGpcny627n5HLU9TtJXGM5pZZyW8EXgt2eXUmN,10938,modern-plastic-shell,12zsponFb4S5veu51dTwZ5Kp55m43AjXd6SjsQmhJLz3Y4H96eD,37.93440796962785,23.665560550665866,8c1eda62d9341ff,0.9174346923828125,Pireas,Greece
1541,112cs1KqvRzXzcwePUgPyhn7UvKK4v6roWpRNxweky1zLMsNkBeS,10913,mysterious-onyx-sloth,14K99XUrjLubRSGRJHUNYMJ7xaskhzbZC2bJjjteE9sYP6PWviu,45.259699777673774,19.80899905063233,8c1e1b1055495ff,0.4768218994140625,Novi Sad,Serbia
1542,119H9btHKppfqz6XRTsUoAGsGc9PSvDiedgpyQhbjw4WfTo1Vrp,10896,puny-jetblack-platypus,14RaXGvBpPtWjPAeboMnGjKv4ANCYEGYpAnmz9rq127KPdTCNT7,47.55234944802878,7.63539119382532,8c1f838063963ff,0.54644775390625,Birsfelden,Switzerland
1543,11YNfJ7qpSuqaZ2mn3j1Fdo7ZiYYWYpjjY22tmaoQ3WsGpRbyKd,10884,tricky-cream-barbel,14jiJeEAhom693TVnCzU6TUo6pgSnDALN7M3Uc3ncivy3PkKP9s,55.8627297773746,-4.272207850371513,8c1909ac5450dff,0.2740631103515625,Glasgow,United Kingdom
1544,112QAnbaTYnSUA5kdXaV9RfNXhpRVpxH9TV7zGP7svrj6eWGrzKg,10879,funny-peach-seahorse,13EoxHfdFRie1ip98ZAJF8VYVgZR5UTeJNyeySD5XAckBG8M5YM,44.81508316400306,20.49929454373889,8c1e1b2d44c1dff,0.6024169921875,Beograd,Serbia
1545,11KKESvzPdQ6oym16CYURknBWpZ5kDMWfiWv3smzMkADao1Gzrb,10864,deep-tin-aphid,13d5nbCKnFbgAPVGdpVdSdtokXGZC8gnDJZBMbjUYbxPq5SgzpE,44.781483327791,20.50355967184431,8c1e1b2d209dbff,0.308929443359375,Beograd,Serbia
1546,11xw2L563i3R98dGMVvPpeb3AQy2c4tUVUSPF5mx9X5NRqdgvrq,10863,short-blush-moth,13N94T7Q7haHYNjvQodoyQsiWKWtwmeVzBasG3ZhkHWg2UgWwet,57.722736791054835,11.944878442915476,8c1f25a9038ddff,0.2721099853515625,Kvillebäcken,Sweden
1547,112b7zyL3r5RRoNk6feBbEfdQAaUMHTKujn92nTPMygX9uytVKyo,10857,colossal-violet-dolphin,137mYSb9pmdCRsZ3eZRgjbRvRNvS8JNMtXui9jugfXtcFDQJAVF,42.037619325230686,-88.15488452540623,8c2759230d2cbff,0.6074371337890625,Streamwood,United States
1548,11KEhqpb63zTfC484Vt6ckb3y8eJB4ayaLPLmu35v7PxmLjoSVP,10856,radiant-garnet-dog,14r46m6fqV8CgPUPCy5sG9uevCSDfvb8yibtuw6cWCzsF6XSiB9,26.636128445845454,-82.00042049500061,8c44133854c2dff,0.440521240234375,Cape Coral,United States
1549,11BAuUUepVi1jUXqCQb8byHAvPqUYjTqBRMuGxHmzsnHEivv3yh,10854,melodic-crimson-frog,136X1Y5fRKwwbt3q5LRgQVD1enQWM5diGW8XaWyiPQCpsB7bJ8D,55.877840295508456,-4.295389455952022,8c1909ac44591ff,0.156402587890625,Glasgow,United Kingdom
1550,117pwxe989oVZfrzcU4o3Gdwmne2EiNgqvmo9Ydv6PaPTBb3nNh,10844,smooth-jetblack-hedgehog,13N9LqVKxyZpNVAGVnFDZp3ZnGrTUZigNjtQQk4AwkevLNwEbGn,37.5770899128573,15.139241584039281,8c3f358b02953ff,1.0,Aci Catena,Italy
1551,112VxvUbXxEQfrtYJACL6DTPXK2rVgBmzTFKUabrkiaXLpDudPaL,10842,pet-white-boar,1448QP7XVm9vkKMmAZhDdzUvSq7vaK2GBkHiemR69iyFMChPp86,37.98119753621367,23.770168723129288,8c1eda748c0a5ff,0.6672210693359375,Zografou,Greece
1552,11eEUVn5naxCoHrBBAWtgvaQmjs2eMBTqA5mBPZEd1nx9Pcomz1,10837,itchy-stone-tapir,133gHkXsQcLMKL2jqtqN7FxPA3rEKBHQoaFWw5BuebUMbCJ7zus,-33.72342403855672,151.1192358660866,8cbe0e2502eddff,1.0,Wahroonga,Australia
1553,116sEABKhB395Z9bCynbcJbDzBFPPPcZTDKgLbiezHQgmvXXKuP,10833,skinny-velvet-giraffe,135jrXJEGxgnnYPd9cKbesv9Dmm1L1HkgjJ2xhNEvqMoRVnCotk,39.543464680846576,-0.45096401080888804,8c3954032cecdff,0.5882415771484375,Paterna,Spain
1554,11c2dqFYdwkQaPW2WupiTPqmk1YBynhkJTmeGQq3V1xzdg1dEou,10832,fresh-strawberry-platypus,14GSvuz4M5ZKn6L5KG9MV9S32dv4y9MWpSiMQD3qvdvFshH2HG8,33.98710311946951,-118.22532307812999,8c29a56dea9cdff,0.328887939453125,Huntington Park,United States
1555,11HGWeUaZum1exvEYN653o49b5xsox1FLzTZLt7gRpziwsoDmBy,10830,fun-mercurial-fox,14388NK15zAXaXaVbxWHttE2F4PcSqwMpQgrVn8jv21oDGPaJz3,26.611134120159548,-81.94182078939522,8c4413394ba4bff,0.440521240234375,Cape Coral,United States
1556,11hhwpyYccpa9Mr21iecEYnS2mD8voDZpds2UUDS7usfbBdkXyT,10827,dizzy-fuchsia-mammoth,14on8voUBbcsTcQtnsx34PVpC56zPRzY721HLXHEgBZzEAvsePx,46.47163609952733,11.255585221851613,8c1f8b5332dc7ff,1.0,San Paolo,Italy
1557,112Bb74QGcEQJfPQkTZ53yxfoa2WzyMAKgo2FvX8AArV1a3tSk2T,10823,strong-lilac-leopard,14h1jnyREQ6jjLdcDQXxe7apaMLZdQmT7QaeW6sudSBDzxJDx9W,48.81689403633604,2.2704397645666963,8c1fb460d5687ff,0.3205108642578125,Issy-les-Moulineaux,France
1558,1126wQr6kbJHnydhudz3VsJbTPWGhqnXBotnNjABAy6dXFCschP3,10807,huge-lipstick-turtle,13VAMaw2gyYWGCDdEmTwqBH8XdxkokGL3wCFUDcCkcz9t1EJmE6,55.91643839445367,-3.931546521236229,8c1909a65b2bbff,1.0,Greengairs,United Kingdom
1559,11RRgLVeh7eigMp8wurCn4pCjfxhfk5iFz4CioP3MuYfmCapbv8,10806,spare-lemon-urchin,13M9mM4UdbxpuwyX7d1upkAsb6cxRWB6xnK5oXQaz3zJ28Enp9t,45.80970003621814,3.009313167542769,8c1f96aae3b67ff,1.0,Orcines,France
1560,11NoF6BnPihygp7RXnu7keaigow3DSE9mtYiykwJngP1zmgxAjN,10800,restless-inky-camel,14VAJ5FzBG58ch7xvZcrx4tHjKKRo4mN717Gh8D547JWaunMLJ6,37.99548340528215,23.867578322797858,8c1eda2b33547ff,1.0,Pallini,Greece
1561,112AW6F1A8trY2RLh4fbMEW2P2maEfnNv3hQooxnSqfAWhMCtEf4,10790,savory-shadow-viper,14Tjbri93ZDy2qfGR8q3pxeJx8ckBPvLhgw29MLPywkNhC7bjkj,59.17759259480799,17.665317140109888,8c08864ed0e1dff,1.0,Östertälje,Sweden
1562,11W3qn5mz71mhAMUMrdj8aqSbWAXXAoLMMJEYgmcTNiuUQ1WYPG,10767,hot-taupe-troll,13AvzGLk4ormmqzR1UKL7tSMHv5jkEjsikwoaSkFAzhMRt7dcB5,48.80604850269227,2.009095645018425,8c1fb47813a2bff,0.3205108642578125,Bois-d'Arcy,France
1563,112GtsizkkmTHvqxBALc3JyiYrzGzw6syp8t4cJYenA2dEydQsLL,10758,little-cinnamon-mockingbird,13Mhg8dLeYN6yr9b6bBMnP4WkSgtLAon42Bbsa7Jfvvrtppw9NB,39.976103558898345,-75.39141501671955,8c2aac8480a85ff,1.0,Newtown Square,United States
1564,112GUrvfKyCFzaAoxiXWUeXGmpHtVcwYDpAzeJyUNH6E3Gb4Xbze,10750,orbiting-wool-gerbil,132kcGQjkc7ihz6BjvXc7JJd9H6ZN6cC1Uevwh7RRT73Lotjt54,37.98029283865366,23.656367841586047,8c1eda7550861ff,0.80377197265625,Koridallos,Greece
1565,1129LafPmv7vhLyhDAynS3xv7kaam1yMmaW5zkBw7jEDcXf7HE27,10749,skinny-canvas-hornet,13sgnpJ7aJpKDjtUaGn9fGkrvnGs6KjAhtCvZFs9r1zxRS6zj87,40.19385699903281,-84.99455992212226,8c2a928560ae1ff,1.0,Winchester,United States
1566,11s7gwetnxsGeRRXYwpcCJHf5jmDJTjnVjMd4UmuyEiAqAP4KKv,10744,fast-pineapple-parrot,14qM3kGACAQb6UnCTS6Hv3kYFSwgytDDjhXPDF9U7ATRtC2AT6D,30.16566949329836,-97.84167390352846,8c489eac8a00bff,0.9708709716796875,Austin,United States
1567,1121kdJq2hhLixo28piaoGeNaN2EAMCrx2oTXxHtc1Wqrg2rdexo,10730,urban-aegean-crow,14KPWXbMm7sB18R3M88uVehqjDyDKVLEwBP9aqiJG5YtX1KMRUv,55.92923181316515,-4.416509692979701,8c1909a888619ff,1.0,Duntocher,United Kingdom
1568,11juwfVwxpkRftZ3TcnVbLo5BRDomUkbt5BnEHZqpB5R3F3g2hF,10728,cheerful-carmine-barracuda,1398NaWmoVKzQhyPAGNimfmjqbVcaLDRpXqB5Kix4CNgT8fcWKq,59.807261061081306,10.263556976042219,8c0999021cb61ff,1.0,Tranby,Norway
1569,111G4QJskQ9BmzA3BWKj1hsZEHs1cT8hHtpTw28ofNT23ARG88E,10687,vast-blonde-barbel,13mwWssa8DazMCey5YKFF3ogxzhV8uCoHDJMPtdWTyXuJvpYxu2,59.30734030868159,18.121513675673498,8c088661a6f33ff,0.2857513427734375,Nacka,Sweden
1570,11S77BwQZxBxL6ecsR4QXnbYjvUSLCZQRi48V4H2TbhxT3dXAKz,10683,skinny-gunmetal-carp,14KJRt63Q5mXCsTVXPgKqstCLycq4sbsBa3GNHKXaaGU5gpZsuM,58.35904576178298,11.926791916045298,8c08b48944cd5ff,0.5555572509765625,Ramneröd,Sweden
1571,112WdMT4Q3yZuuXrz8VmmX4v9qaDfdn7qBzRZZpViGzuGWZPMVwh,10682,pet-alabaster-cod,14dzCUSpckyinfjsaN5YooUAquRPrfhC1TwsdU1mRJKynqYq2ek,44.748015732098295,20.461400117839368,8c1ef5923ce69ff,0.7936553955078125,Beograd,Serbia
1572,112ivhiCMviSYqHtguBh7XoQj7P1sYsPcMiwBCer6G8kAHpZnh3c,10682,fancy-basil-caterpillar,147FH4vy9QgcBkBLQirdq5TY48k7LV9vLajWDisR4JafA2KsxhE,45.097357081071316,19.991223627087148,8c1e1b0088c53ff,1.0,Maradik,Serbia
1573,11mRgf5uCFbWssbNiYA6bpzFECCCUWAj5vupt4D4dJX7cUziV6d,10679,gigantic-laurel-rat,13m4x1FZuqhbXpEMyYmFSSbm6LFvjUYrYLD71D2kzL4xedFqMDN,52.23409231717691,6.878886146105218,8c1f160b52255ff,0.6451568603515625,Enschede,Netherlands
1574,11ZTGE43vuc1mUVgRiYwyELZyc6ByDYfh22BVMWySP6AdkxssHd,10668,damp-flaxen-mantis,13VYAAgaeGU393iZ2itUH9V3r6Zeo5atgEPrDQ662KdMmb2XZKw,51.3770712414846,-0.3073810007576496,8c194aca69457ff,0.6284332275390625,Surbiton,United Kingdom
1575,112Cd4xL9rmoctviNsLz8FrWnsXgxAAAnYRxGw1hphVsQJ6FPSfE,10662,hollow-tan-raccoon,13i7PhjQsFpF66cZbCJtrvqdoqucLoRpyqv2HHa8ym8c36SbyrV,50.59171016176383,8.61439693639894,8c1fac42972b5ff,1.0,Heuchelheim,Germany
1576,11RQjtuurSL1aAYAFaNqaSx63EG1HhNGD3yJnCZmBAA98UvN3Ms,10660,swift-pewter-crocodile,14bmSQNUjrzWKBZKTEsuSkirRLNetmkvTHHx1Q8oUFCJ6TtpWT8,45.740037901504394,4.836965189084994,8c1f90256402dff,0.6097564697265625,Lyon,France
1577,11y9MT9qaLSYZnbG9VT2V8JWVBCnEifw5tRFJkpNLxpCd6qDuQZ,10658,hidden-amethyst-buffalo,13M9mM4UdbxpuwyX7d1upkAsb6cxRWB6xnK5oXQaz3zJ28Enp9t,45.729340922157476,3.064729677193891,8c1f963241187ff,1.0,Ceyrat,France
1578,112ja8B9FBwU9XdPpWYPybojpjsahs1smGFZG8v2zSDiQTLipfhB,10650,wide-oily-platypus,14V6a1Lz7m2gG1gNcpHzpzDfhjGGC9qHEbg4Szr3WLWQ9X32ehG,48.70608792624352,2.324353190828345,8c1fb46c50867ff,0.3205108642578125,Chilly-Mazarin,France
1579,112k2mHguVnoTZgiKBtmo3FpFdBPAiK7b5KxacAVzhGwdpSopSpu,10638,little-fuzzy-yeti,14on8voUBbcsTcQtnsx34PVpC56zPRzY721HLXHEgBZzEAvsePx,46.50929950908152,11.266175735292462,8c1f8b52245abff,1.0,Siebeneich,Italy
1580,114GNZhXoumADHe7RRhYojW6ZzJfvLnM1PvPohLP3hKmgDSWDHR,10622,soft-jetblack-hornet,13tDK4kr66QdSbe8cf37zFA4wrossr1DtbUNQ5DhMBsUJ3JtvGJ,55.56052172181943,12.988167679337678,8c1f05b9522cdff,0.246917724609375,Väster,Sweden
1581,11XX5oodJP8QYrshnAEz7w3yMziKF67c2PVJb6fx2x1qTbFMEc3,10617,unique-smoke-parakeet,14WvU49CQSJRH2ubUsR1P6tHWK5BysDJJtF6J9PekmvVuBPkPTS,57.71905518179391,12.013087312568679,8c1f25a98d355ff,0.8163299560546875,Bagaregården,Sweden
1582,11BbCkUCc2apgBbxyZcHZr1bJoqXgsXf2Z6arYHEmqP844f7nWR,10614,loud-carmine-donkey,14pcrr8VsGC9kUZhUKA48bA6PeRMjd3ieffhY1wAobHgxJmrG14,37.879516638676,23.751279501710762,8c1eda671cec5ff,0.4300384521484375,Glifada,Greece
1583,11299EaWK6rQwZKtgHEaozqjXw163JrppxXBbKLKc2FuReLuazzy,10599,cuddly-caramel-viper,14FbykRwXu5zutuf126q2GTrWhVLB8uX22G5v2N6QH63rguiT3P,48.831132672030755,2.3409627818890524,8c1fb4673b21bff,0.1070404052734375,Paris,France
1584,11khHKkhTE8EAfBMxMHF5RVSMxLGaSXN1jBu7vaqvvJC7of2aG1,10576,icy-honey-unicorn,14oAvzEGmwz455F7TTcVjKS6jmCwR8kvjigMqh8kyoT6eadacHB,47.38298432194127,8.541103324883426,8c1f8ed9588e5ff,0.325836181640625,Zürich,Switzerland
1585,11FDzQCLtRJVDZ2yG9NVHeZK6iLeQbWwB9RfZ468KAogcSeH3KM,10573,polite-bone-marmot,13KNsdi9rE5MsbgxnwgqoaSB5FKNET8L5vmSZLQmHLTKj8mrL1j,26.658931273263338,-81.79674201380847,8c44137736d2bff,1.0,Fort Myers,United States
1586,112CKsatRjtxmTNhskBx7FgRhprz8dCCTHsMiVSfxWNoNx6KY36e,10562,massive-cotton-quail,13qV7z6TKLpvVfqcos1mD54y7b4bRMC4kND5bZTrfFTJXH4ScDm,28.029325863568534,-81.95667679865288,8c441a5ac8f4dff,1.0,Lakeland,United States
1587,112qETKVKBwCXYJVrabWpoEeXewazSaPuuQNZN61LcUra9KXkm9Q,10555,long-pebble-ant,14dZ7Qq8M9jfQ9UnZiEpsj9aSEgDsPheUE6sgy9s1xY5bttSMWL,55.57706738156559,12.98981224269055,8c1f05b860acbff,0.2912445068359375,Väster,Sweden
1588,112PZLTTKG4k9DbFQRpUEbpiEYC9NjYhmUnh6MPjU296ka3xBatY,10554,vast-mango-huskie,14ZiBDTmLkWoYTUPdahBARhCoMWmgLtoTRAo2RB98bnUESVYeM4,38.062566861674554,23.63427089219964,8c1eda0db0f03ff,1.0,Aspropirgos,Greece
1589,11pGN8qg1cEWAHNy2vYvhsa7XCWPd3HqGd7JYGM1y5JsEmLZLHs,10552,bubbly-bamboo-squid,14KPWXbMm7sB18R3M88uVehqjDyDKVLEwBP9aqiJG5YtX1KMRUv,55.82351081086544,-4.4678329913042925,8c190932bc35bff,0.73529052734375,Paisley,United Kingdom
1590,11Hyn1hb8KheXTXV1dEPEsuasPTmRPgFN5YcRxiMozvLeUMWTPY,10551,beautiful-watermelon-viper,13aKm6BEFxoQhsgxDU7Ea6dQS5BHyLtkDrb84ycFaCvSeJJ6C9x,48.93367864588515,2.3512794797724377,8c1fb474804b1ff,0.3205108642578125,Saint-Denis,France
1591,11v5XF9NkSJh9wTKJZFMuoaR8tTuAYUQ7rgGS7gy92tSZMdixUo,10542,cheery-blush-pike,13oE4QsfY3rT2zdN5bahkyP1DJDMRzX1yG7KFxDbUrtRmNgzNGx,44.28834916291801,-88.34886517931737,8c275cb220463ff,0.8474578857421875,Little Chute,United States
1592,112654XFV9d2GF4yzkPMUC63TC9ppsgjHvcVdPk4F1dZTqJ6TJhD,10529,early-shadow-owl,14ME1aXwL2VFewZdvp9R7FK2L3vFvct7NMnF81mf2ABe6w9MHSZ,44.741659565631004,20.509424558550563,8c1ef592e76e7ff,0.68182373046875,Beograd,Serbia
1593,112Q6WqeUzBBUAZdJ2ztbjYEGGifug7EwmBjwNUAkWAP5njejg5G,10526,brave-dijon-mantaray,14Fbi6DiFScean4FrbeCpUjsaFCPSpjFosHuyeo4PCTPY9zzz9P,51.572087477749946,-0.42994158725223564,8c195dac04293ff,0.4892120361328125,Ruislip,United Kingdom
1594,112HQbxTfTdjoExu6V3WLMCuwXC8iVqCRex9kzArqn5ZBRtaiRWM,10522,melted-onyx-tapir,13TEaube55aeuw4AssPGnAkuTcnFFWHWjwkdTCoQT328A4CvuDN,44.813077166758525,20.546895162900803,8c1e1b2d19a29ff,0.3614501953125,Beograd,Serbia
1595,11AVyUo1defcFVhAnmJiyq8dKR5iaG6azMuVUaNomoDvVYvcmyS,10518,rough-honey-seagull,13HQJkmeUhBjUE95ben8RoK1a8nRiKXyWuEjbouf5SKXq2wwhst,48.84531245415804,2.4826433522336266,8c1fb466b34a7ff,0.244049072265625,Fontenay-sous-Bois,France
1596,11n9QEzGQiKWJTFFZjvH3HJnDZRg6DV12agp2nAJzqj8Se7fmR7,10517,tricky-bone-yak,14DADvj2B9UkpKy4NWeSiCHFCLKUN8wYoTDDBvZE5mN8XHtfEY3,39.50632483070224,-0.4045374924843687,8c39540103b45ff,0.5882415771484375,Burjassot,Spain
1597,11ceAg6fAXKtfaYjfRfffMiCdu5H3XgNeQ58wvNpgRSsTQz36hN,10504,keen-sage-mule,13hXwNkt4dPq9TfMHuycKqForGiuLurE4WKoRKtRc9aHvaEkxD7,51.37798067552758,-0.3042743861283249,8c194aca45b37ff,,Surbiton,United Kingdom
1598,112n3wjWagkK2zmzLsUFwBHhvneeF3M3krA14V1THjgpUn2FwGLj,10504,clumsy-tawny-mouse,137fe2LdgaV4yCtjysnzDbcKcuumbJGwq69kogCkLQibAKdKrBz,40.88111825183585,-74.02850517289377,8c2a100b366e5ff,0.2977294921875,Bogota,United States
1599,11Qn5HyrSXLiV5VkNqTuCP8zEiYXpaCb8cFrwfRHboRrCb9cHQX,10502,witty-raisin-dove,13GRxK7DL85csLRjm7RYtshmEU1zjUhzGiY3rhZ9eRh21nQqqhp,47.4024016879669,0.6836761704733183,8c186c19ecf45ff,0.48077392578125,Tours,France
1600,112GDcXWjTttTWN432B54A96dJr3AxCqTmVBwPW71dFrsSsreyZc,10493,dazzling-metal-rat,13ijPGu2HPwM3x55RZTRKAgZiBd9EZmXcigVW15R9kNqBna7wSx,44.792347185483855,20.49699541060925,8c1e1b2d29901ff,0.308929443359375,Beograd,Serbia
1601,112SRXuV6umUH7JhtnHVFZNQh2R3EvoxvzkQgEmsLMp7dfEfimnR,10491,curly-pewter-porcupine,13xMmCAN2StJgtfqmzC72kpDUQhGbA89xGJVdioFYwejGnmCVpJ,40.73305024336665,-73.98724981340277,8c2a100d22f4dff,0.0037841796875,New York,United States
1602,11EGKuuEMgYJW3LVfvGYDhSNpVSh66AXhpnhSPH9KCkniaq38HN,10487,innocent-arctic-squid,14fhzDohX56NPGDWKyfcoCTnycWgE6EMBLL7yNcAxngs6zoHiAp,44.77230279313013,20.507698716885145,8c1ef592cd213ff,0.5714263916015625,Beograd,Serbia
1603,112n4Bp4ve1Sz7LNDLB9zHuRcZ5xGi8pfewfDx1BQLBLAz5AkDQn,10465,fantastic-fiery-guppy,14Fy94fZtLRisSmJ5MvZGyW7S4VQNxNmTzzEGsWaosuQgiumhe3,43.69328754478823,4.633359935109568,8c396c6238a9bff,1.0,Arles,France
1604,11HnbWJXnStPcemVfZq8k2B87tPRdkg8TzwbvcWY81mEq1aCPPh,10458,cheerful-charcoal-eel,13SrzETA2ST7ZEHKjaGYCp7dzRpEvbEviWK2inoaYL6TG36griM,44.77917829772489,20.52426184829885,8c1e1b2d35817ff,0.6024169921875,Beograd,Serbia
1605,11HRkXTfckTzh4oxoU22v1TK7Jyz9AMgjWjtva7oEFsnefD4qu9,10457,unique-carob-meerkat,13yXZmwByopTuYE7aF3BPVDYnSZfhi1w449Wn928LVoRKNE6NYB,40.19351123696575,29.070819986849628,8c2d3495e88e9ff,0.7662811279296875,Bursa,Turkey
1606,11bTuTyM6K9zTv1NBiVezgved4ikWofGuCY2oCHqmBFiE4qZN3A,10455,electric-brown-beetle,13wQxd9M8vnDX37tp3BzGDiXVFeTu1rCjXio3YRvmcMtLvee9T8,55.61075857840687,12.998267662886526,8c1f05ba231e9ff,0.1461944580078125,Hamnen,Sweden
1607,112Pgw7tBK7aRDf3EsVomVsEmxKaGVjJAiAJa2pzNEC2ZQyk7AWS,10453,fierce-sangria-pig,13WXZUCtDpHJCx1t1QYqP5r7hjpREXTphz9HTRSvQCPnwdYAdiA,44.80539352642115,20.407858194207044,8c1e1b28ad9a5ff,0.2924346923828125,Beograd,Serbia
1608,11JJBZAwCjq7nwrCwTTmyFo8QxCmM491zNXTAJuikKHzmG3JLX8,10452,harsh-azure-snail,14PvsyPqn3PdtpRnoNewp8gG4u6ujSVFxtujHDAGHf1zThhJABi,59.36501318391102,18.012995811348834,8c088660cce57ff,0.291473388671875,Hagalund,Sweden
1609,112Zv8fqHTZ5R1NFMDm61AXFoCgzhMbJ3LNb4gPbZtPe1ppbsxCS,10449,ripe-brick-turtle,136TLap47ML1ysZnhXsGGceinqVdT4KcKuTZZp5VKJD3MLjftDQ,38.07134599010471,23.830592784172733,8c1eda3987187ff,1.0,Kifisia,Greece
1610,112u2aG66QgwXc43ucZhCYo3SP6rBnMrZMCMv5HNtRWjEt4fjS2F,10449,square-tangerine-alligator,13AvzGLk4ormmqzR1UKL7tSMHv5jkEjsikwoaSkFAzhMRt7dcB5,48.60162265793075,7.753128512771275,8c1f8560545e9ff,1.0,Schiltigheim,France
1611,112jSbyerrymQ84515Ey5aqSCJnCEYEsu6LezbBQX4zCWs4iKzMC,10448,shallow-seaweed-wombat,14Q7SpAZXnBMDk5QGKjNmQztiihai4vMELobPnqnnF1YbxZ8QZx,37.97285827060459,23.7192542726653,8c1eda743636bff,0.6976776123046875,Athina,Greece
1612,11wabpdEuRTJHYxdebQpaqjS7F3vfhnJzDa5HqKWZ3hn4ACR2rJ,10447,brisk-hazelnut-sidewinder,14ZNSPHtdakYhHvUqSV1eyD6BYeQDvMAWhQ1wHtsm8pxF7mi1YX,38.01049242737736,23.65220819834752,8c1eda773b1a7ff,0.8359222412109375,Chaidari,Greece
1613,11455CTGj2mv4qiWdNHwhyfEWkwuXKPkGBv8WEf6NW7s7Czj2dx,10426,merry-yellow-starfish,13MdJX9q31ZsaEjGaPDRJPZXy6zpj8szDvhdZs4g59EhyVRwEr4,48.96764964697539,2.2332840836317818,8c1fb4744ca27ff,0.3205108642578125,Argenteuil,France
1614,11uYbjQjvNmVrA8reENLnwMedDFs1kcH5ccqnA69pxsfufzNVBw,10414,great-wool-fish,14SXrpyEqCKnftXRBgDYPjrhgX3XKRqm58JvTYfGqyrazXkUUak,48.8590302382343,2.2158919781344326,8c1fb462ea033ff,0.1602630615234375,Saint-Cloud,France
1615,112jvGFVKqsC6AxLQzk22MG25vTwxHgUkNzgCCZM8Zr4e9G6v7bX,10411,tart-corduroy-deer,13xH1EwVKDLR1XQks9q4cKti49b4dt77X9c82FUgpouzhvTfxCF,44.295238217614404,-88.35184072217704,8c275cb22c6bbff,0.8474578857421875,Appleton,United States
1616,11SqUzCUGuYNQJd6oNLRybxqLLQY9MeyPK8A4ZNMpo42GLwcToS,10406,shallow-coconut-blackbird,14Tjbri93ZDy2qfGR8q3pxeJx8ckBPvLhgw29MLPywkNhC7bjkj,59.35045842518619,18.067746002393736,8c088660ac263ff,0.2903594970703125,Östermalm,Sweden
1617,11HYEcGmX9cysMWXjL1aeH9yMm5SkkyiyupzrEN5qJYBvWtBWJZ,10402,original-corduroy-hamster,14XApa1DsHEN9h5T8QqKn8AByciToAr1nnStjx38kbKnrRULgJT,39.486664877423586,-0.36674695833441784,8c395401e458bff,0.3216400146484375,València,Spain
1618,11ErzwJm8uET612vqRt1ThPwCGzX6B4wvAQSbH7YTPWmwhctq76,10399,sweet-tortilla-parakeet,13d315NLTBcbniqYEmhTgEAvyWMrbfM9BDm3zQ6sE4cBGXNEVTK,44.81264779464718,20.45438739429771,8c1e1b28b8047ff,0.3038177490234375,Beograd,Serbia
